ensg_id,gene_symbol,leiden-nt,leiden-esm3,mmidas-joint,nt-umap-0,nt-umap-1,aa-umap-0,aa-umap-1
ENSMUSG00000009739.19,Pou6f1,11,40,3,16.108997,-0.12537113,5.1373196,-2.0530472
ENSMUSG00000076556.4,Igkv4-57,0,0,18,3.7201934,6.2400837,4.640918,17.162554
ENSMUSG00000020389.20,Cdkl3,5,25,8,12.845661,2.0330637,9.810471,3.9756722
ENSMUSG00000022800.15,Fyttd1,11,1,2,15.351272,0.8808622,10.062206,-1.9161971
ENSMUSG00000068231.6,Vmn1r43,10,46,17,6.5285583,-0.79894614,20.38461,4.340224
ENSMUSG00000053205.10,Styx,11,9,-1,15.782103,-1.3980418,6.8620057,5.787059
ENSMUSG00000075571.9,Defb30,0,1,2,6.273663,5.7804866,11.906985,-3.80185
ENSMUSG00000043923.9,Cenatac,10,28,1,8.087644,-0.3767915,6.9910264,-1.2674454
ENSMUSG00000054381.6,Zfp747,14,38,19,10.749325,-3.3531811,6.609086,-7.082669
ENSMUSG00000034647.16,Ankrd12,7,6,3,12.910394,1.5529299,6.9423575,-1.243256
ENSMUSG00000021418.16,Rpp40,7,1,0,12.466866,3.4897738,10.085729,-0.82346547
ENSMUSG00000037493.7,Cib2,2,37,2,8.66103,1.0693307,3.7294126,3.8576188
ENSMUSG00000022812.15,Gsk3b,8,25,8,10.526557,0.4121702,10.423517,7.0695395
ENSMUSG00000028960.21,Ube4b,8,33,1,10.831432,-1.8816625,5.5151973,2.3280816
ENSMUSG00000048796.8,Cyb561d1,7,2,0,12.5058565,2.8508615,11.7852125,3.1176305
ENSMUSG00000032908.10,Sgpp2,11,2,0,13.448011,-0.39929,10.860812,4.0932555
ENSMUSG00000053289.9,Ddx10,8,21,15,12.462803,-0.70029503,5.364341,5.113329
ENSMUSG00000104445.2,Rhbg,14,2,9,11.300737,-1.9848269,11.35215,5.565664
ENSMUSG00000096584.3,Or51aa5,10,53,4,8.092109,-0.30941185,-9.068707,0.74540377
ENSMUSG00000043190.15,Rfesd,5,13,2,8.953338,4.114398,7.7848177,4.3965287
ENSMUSG00000024352.13,Spata24,5,34,23,10.205278,3.8182921,8.527295,-4.725853
ENSMUSG00000074217.9,Misp3,5,6,-1,8.874223,3.875024,9.205426,-2.452778
ENSMUSG00000038406.18,Scaf1,12,6,3,15.097242,-3.2416704,7.301044,-1.8757256
ENSMUSG00000096465.4,Or5p64,10,44,4,6.976111,-2.1949003,-4.358948,4.0473866
ENSMUSG00000005836.11,Gata6,8,40,7,11.839398,-0.08598201,3.9159048,-3.4035828
ENSMUSG00000070902.6,Zfp352,2,28,3,7.4206085,1.5717415,6.095734,-3.5453954
ENSMUSG00000029394.12,Cdk2ap1,5,6,2,12.80603,2.4633467,9.372892,-0.8715915
ENSMUSG00000054383.3,Pnma1,2,13,1,10.904082,2.030796,7.412849,2.5462358
ENSMUSG00000029463.6,Fam216a,5,1,2,10.415416,3.375879,11.247504,-3.317627
ENSMUSG00000105216.2,Traj47,0,16,26,4.428093,6.8902855,11.362281,-8.992095
ENSMUSG00000020723.4,Cacng4,11,2,-1,15.072705,1.5414996,12.340461,1.1358851
ENSMUSG00000032279.12,Idh3a,5,8,0,12.77433,0.73078805,8.747189,7.6769557
ENSMUSG00000060985.16,Tdrd5,11,13,1,14.884379,1.6367209,6.9057326,1.3237405
ENSMUSG00000096294.2,Vmn2r47,10,51,21,7.1766834,-0.09159695,-0.17564127,-8.077365
ENSMUSG00000025364.14,Pa2g4,11,8,0,14.655149,0.6054319,8.584843,7.9617805
ENSMUSG00000044951.18,Mylk4,8,25,1,10.997572,-0.44240692,9.666407,3.752016
ENSMUSG00000038208.14,Pgap3,8,2,0,11.944915,-0.69523233,11.594767,3.900494
ENSMUSG00000005609.17,Ctr9,11,29,14,13.043388,-1.8324157,4.6463943,3.3005672
ENSMUSG00000001062.19,Vps9d1,7,6,1,12.831925,3.6726027,8.11015,-0.5495006
ENSMUSG00000018809.3,Smyd4,11,23,1,13.666274,0.82112956,6.82473,4.047484
ENSMUSG00000035437.16,Rabgap1,11,13,1,14.65104,0.636067,6.5031857,2.7006674
ENSMUSG00000092367.2,Gm20479,0,1,2,6.2526927,3.772966,11.864174,-3.2751598
ENSMUSG00000096478.4,Trav9d-1,0,15,7,3.8060725,5.4849987,7.8393188,16.303448
ENSMUSG00000027880.7,Slc25a54,2,2,0,9.114675,2.8963194,1.0893868,0.7256028
ENSMUSG00000026097.10,Ormdl1,2,2,0,9.241019,3.423996,11.57717,0.8318969
ENSMUSG00000027776.13,Il12a,2,50,0,6.670302,2.8074236,2.9618409,-0.4002015
ENSMUSG00000038482.12,Tfdp1,11,6,1,14.182546,1.8891698,7.099027,-0.6627234
ENSMUSG00000000384.16,Tbrg4,5,13,-1,10.160489,3.661767,6.515576,3.8516376
ENSMUSG00000003037.17,Rab8a,11,18,8,14.603227,-0.7442294,3.537213,6.73465
ENSMUSG00000025938.17,Slco5a1,5,3,9,11.299668,1.549734,3.7323895,-0.92242545
ENSMUSG00000027540.14,Ptpn1,11,8,1,14.994905,0.7134775,9.898463,7.993265
ENSMUSG00000039952.16,Dag1,11,5,0,15.23666,0.04532529,4.8867683,9.039803
ENSMUSG00000030652.12,Coq7,5,3,0,8.951743,3.9648943,11.969096,3.6043642
ENSMUSG00000022130.11,Tgds,5,8,0,10.938904,3.1167095,9.004859,6.9121737
ENSMUSG00000006800.15,Sulf2,8,17,0,12.630908,-1.5436419,5.8840322,7.4952264
ENSMUSG00000021210.17,Akr1c6,2,20,0,6.767642,3.0862138,10.356995,9.678812
ENSMUSG00000061244.15,Exoc5,8,29,-1,12.224339,-0.3859953,4.3553805,2.866708
ENSMUSG00000019797.12,Mtres1,0,13,2,8.301827,5.012834,7.838218,2.692221
ENSMUSG00000093801.3,Trav14n-2,0,15,7,5.983614,6.32733,7.2062044,16.243042
ENSMUSG00000037334.3,H2-M1,0,5,10,5.863298,3.7199626,5.531731,13.654071
ENSMUSG00000052058.4,Or8b42,10,44,4,7.587872,-2.1960275,-4.2893147,3.9447439
ENSMUSG00000037685.16,Atp8a1,11,3,0,13.204688,-0.29287392,0.6806617,11.558745
ENSMUSG00000038845.12,Phb1,5,29,1,11.664086,1.9408771,6.843729,5.211917
ENSMUSG00000014601.14,Strip1,14,33,1,10.645701,-5.019549,5.4811664,0.04754018
ENSMUSG00000073563.4,Csnk1g3,3,25,-1,15.53763,2.856839,10.411944,5.9463654
ENSMUSG00000014426.10,Map3k4,11,6,6,12.873955,1.591898,6.422089,0.2855455
ENSMUSG00000031841.20,Cdh13,8,22,25,11.461769,-1.7769524,11.010044,15.082457
ENSMUSG00000073924.6,Or52p1,0,53,4,5.294052,3.4328873,-8.505774,0.7897591
ENSMUSG00000026748.14,Plxdc2,11,7,0,13.396764,0.35626143,4.8454523,8.810717
ENSMUSG00000020912.5,Krt12,2,54,22,8.442246,2.1787229,11.92801,-6.6240706
ENSMUSG00000020790.15,Ankfy1,7,23,1,13.979063,3.5517857,9.039723,3.5374856
ENSMUSG00000032312.8,Csk,11,25,1,14.087928,0.49206764,10.177289,5.506862
ENSMUSG00000024122.17,Pdpk1,11,25,1,15.848165,0.494117,9.783645,5.601797
ENSMUSG00000095773.4,Vmn2r38,10,51,21,7.9745793,8.245741,-0.4445928,-7.851172
ENSMUSG00000031731.17,Ap1g1,11,33,14,14.237369,0.30727184,3.3308113,1.8649781
ENSMUSG00000020623.12,Map2k6,8,25,8,9.980634,0.43895486,9.931155,5.175116
ENSMUSG00000054702.15,Ap1s3,12,29,-1,15.080978,-3.2213197,7.167828,5.4607277
ENSMUSG00000061520.5,Or5w22,10,44,4,6.686056,1.7146608,-4.8393645,3.617417
ENSMUSG00000037437.19,Adam32,7,19,0,11.785843,3.534247,5.988051,9.199334
ENSMUSG00000039670.3,Oxld1,2,2,2,6.1802626,2.9241943,10.453078,0.019699581
ENSMUSG00000011427.17,Zfp790,2,38,19,8.958894,1.5305998,7.595551,-7.2832046
ENSMUSG00000068407.4,Rnase12,0,7,11,4.55514,5.337705,5.862934,9.864785
ENSMUSG00000048299.9,Or10n1,2,44,4,8.388987,0.29375014,-5.332322,6.3909183
ENSMUSG00000038522.8,Mfsd4b1,2,3,9,8.7914095,1.4999319,13.377534,3.8325486
ENSMUSG00000029426.9,Scarb2,11,7,0,15.325165,0.14488241,6.679286,7.5966163
ENSMUSG00000030867.8,Plk1,7,25,1,12.978438,1.4412858,9.715914,5.977595
ENSMUSG00000076572.8,Igkv18-36,0,0,18,3.3795476,6.141239,4.1424785,16.302639
ENSMUSG00000029840.9,Mtpn,11,23,1,14.52271,-1.2982095,9.271793,3.3960013
ENSMUSG00000019809.17,Pex3,5,50,1,10.896625,3.0428777,4.101889,0.5231724
ENSMUSG00000036816.5,Atoh7,8,40,2,12.01304,-0.3237339,3.909954,-4.483862
ENSMUSG00000036570.15,Fxyd1,0,1,2,6.2283754,6.235979,11.05209,0.1619525
ENSMUSG00000027602.10,Map1lc3a,5,9,2,11.673389,2.522428,7.6163397,6.5201917
ENSMUSG00000028003.7,Lrat,11,13,0,14.266386,-1.1761009,7.9066825,2.8748555
ENSMUSG00000042306.12,S100a14,0,37,2,6.492292,3.280324,3.7344508,3.459738
ENSMUSG00000042254.15,Cilp,8,7,5,10.89061,-0.26231506,4.9753976,8.24801
ENSMUSG00000075307.4,Klhl41,8,26,12,10.302716,0.23037057,11.268253,6.713578
ENSMUSG00000040021.15,Lats1,11,25,3,15.913901,-1.4322861,9.400351,3.7691503
ENSMUSG00000110970.3,Or13c7b,5,44,4,8.744494,4.1415224,-5.7614307,5.587065
ENSMUSG00000039715.9,Dync2i2,11,43,12,14.101009,-0.906731,1.9319808,2.3697782
ENSMUSG00000030970.17,Ctbp2,8,8,1,10.444765,-0.87435555,8.320778,6.196665
ENSMUSG00000056121.17,Fez2,5,6,1,11.900067,1.871337,8.643268,-1.6680421
ENSMUSG00000005054.8,Cstb,0,7,2,5.9918294,4.173906,6.557333,6.9065533
ENSMUSG00000073650.10,Catip,8,6,1,9.766178,-0.046026345,8.230673,0.3238316
ENSMUSG00000022354.5,Ndufb9,0,29,2,6.257352,3.4912026,8.66627,1.8900354
ENSMUSG00000068697.8,Myoz1,0,1,-1,7.3148375,4.7404447,9.804976,-1.6558332
ENSMUSG00000051437.5,Ubqlnl,2,6,1,8.864484,1.6953235,7.5789466,0.3304178
ENSMUSG00000011158.9,Brf1,8,13,1,11.438847,-0.042245194,6.121807,3.3425999
ENSMUSG00000060863.13,Tcl1b2,0,1,0,5.9006395,5.3382864,10.074427,-0.6778412
ENSMUSG00000026173.17,Plcd4,2,23,1,9.743504,0.3523367,6.7849164,6.0627418
ENSMUSG00000025588.5,Nat1,5,8,0,8.428515,3.9774218,7.3119626,6.240098
ENSMUSG00000056115.3,Tas2r134,0,47,17,4.904695,4.041962,21.654882,3.8033693
ENSMUSG00000040065.9,Pfpl,7,7,0,10.676641,1.8695492,4.965215,7.760927
ENSMUSG00000036819.15,Jmjd4,11,27,0,15.593263,-1.2498133,7.31928,6.1255746
ENSMUSG00000069094.13,Pde7a,11,13,1,15.863809,-0.19160064,8.325754,4.51514
ENSMUSG00000066750.4,Or8b12c,10,44,4,7.2823324,-2.2622893,-4.949007,3.1824076
ENSMUSG00000074895.11,Eif4e1b,0,13,-1,7.311797,5.104496,7.4010396,5.574658
ENSMUSG00000047352.7,Or10d5j,10,44,4,7.149596,-1.2427126,-5.5205555,6.3728633
ENSMUSG00000087279.11,4930544D05Rik,0,6,2,5.7243342,4.3005104,9.666818,-1.7659019
ENSMUSG00000022421.22,Nptxr,11,7,0,16.229652,0.96231824,5.080919,9.767921
ENSMUSG00000022798.9,Tex55,5,6,3,8.595795,4.5189347,8.613175,-1.727752
ENSMUSG00000041809.6,Efhc1,2,29,-1,9.550365,2.955771,6.9454594,3.8077524
ENSMUSG00000021660.15,Btf3,2,29,2,9.275814,2.146481,7.5020556,3.7631893
ENSMUSG00000037007.18,Zfp113,15,38,19,12.30952,-2.0290523,7.526953,-7.427674
ENSMUSG00000022035.7,Ccdc25,2,29,-1,10.944544,2.0378592,7.737601,5.345112
ENSMUSG00000021965.4,Ska3,7,6,-1,10.787034,3.856948,8.38539,-2.4978943
ENSMUSG00000045776.4,Lrtm1,2,35,0,7.891707,3.4910014,1.9759185,5.912372
ENSMUSG00000050763.5,Or2t26,8,44,4,9.207198,-0.5542033,-6.2627316,6.0135274
ENSMUSG00000021018.9,Polr2h,2,29,2,8.806096,2.650845,7.5946155,5.5186205
ENSMUSG00000089873.9,Mup13,8,7,-1,8.770806,0.23787208,7.2867165,9.849143
ENSMUSG00000051200.4,Or5e1,10,44,4,7.280083,-0.8027169,-5.1358285,4.231752
ENSMUSG00000021662.12,Arhgef28,11,23,-1,12.391753,0.8973386,6.3516397,0.78522915
ENSMUSG00000079444.10,Gm21981,2,12,1,8.961131,1.7566473,7.695753,1.1172491
ENSMUSG00000026154.5,Sdhaf4,0,1,2,7.258962,5.6929216,10.86215,-0.850889
ENSMUSG00000090643.9,Gm3453,13,34,23,9.6677475,5.9201584,10.640488,-5.384727
ENSMUSG00000033579.17,Fa2h,5,2,0,11.928408,1.3076307,10.593881,4.5853605
ENSMUSG00000028854.10,Slc9a1,2,3,9,11.437553,0.7223779,12.220482,3.9240854
ENSMUSG00000030364.7,Clec2h,2,49,0,6.8999577,2.090095,2.5249238,11.567721
ENSMUSG00000075210.5,Or9g3,10,44,4,8.173929,-1.4976002,-4.9869018,3.6728456
ENSMUSG00000021065.17,Fut8,11,17,0,12.112504,1.4983753,5.6894193,6.6273456
ENSMUSG00000027363.16,Usp8,14,9,1,9.87324,-7.5524974,6.2781525,4.5306673
ENSMUSG00000039174.16,1700003H04Rik,0,6,-1,6.1122956,3.8561244,7.411446,1.3782783
ENSMUSG00000030056.9,Isy1,11,29,-1,14.910997,-1.6601568,6.022045,2.3081865
ENSMUSG00000043692.7,Or3a4,10,44,4,7.513651,-0.18234938,-6.3980994,5.2968645
ENSMUSG00000050085.6,Or52a33,14,53,-1,9.628701,-8.416911,-9.020809,0.9567202
ENSMUSG00000040746.16,Rnf167,5,12,0,9.470064,3.131105,8.537983,3.5691602
ENSMUSG00000048174.3,Tmem81,10,5,0,8.758902,-1.4207597,5.092363,9.9367075
ENSMUSG00000057135.13,Scimp,5,1,-1,9.503064,3.2427468,10.822822,-0.5373054
ENSMUSG00000037419.10,Endod1,11,7,0,13.0009165,0.5810536,4.451057,7.883158
ENSMUSG00000037996.18,Slc24a2,7,3,9,12.069954,2.830334,12.654825,4.4067025
ENSMUSG00000029602.12,Rasal1,14,23,1,10.83102,-2.5855968,5.6363673,2.3688452
ENSMUSG00000098814.4,Igkv19-93,0,0,18,4.8962216,6.2421937,3.9837334,16.127943
ENSMUSG00000062937.8,Mtap,2,8,0,10.779287,1.85594,9.041687,8.010887
ENSMUSG00000021481.12,Zfp346,2,28,1,9.663261,2.6908345,6.013136,-1.2609665
ENSMUSG00000032246.15,Calml4,2,37,2,7.526843,3.7380357,3.6285224,3.8131752
ENSMUSG00000032763.12,Ilvbl,14,8,0,10.651572,-4.397441,9.049364,7.3010335
ENSMUSG00000074646.12,6430550D23Rik,11,1,2,13.769406,-0.69263536,11.639516,-3.403391
ENSMUSG00000067149.7,Jchain,2,1,-1,7.4867983,2.0844624,10.114682,-0.62064964
ENSMUSG00000001517.15,Foxm1,11,31,3,13.206446,0.6342684,4.985605,-1.6000131
ENSMUSG00000001604.15,Tcea3,5,29,1,12.169113,1.7433625,6.786027,2.447809
ENSMUSG00000068744.13,Psrc1,5,6,3,9.216724,4.0777397,7.6387396,-2.4056876
ENSMUSG00000035165.15,Kcne3,0,1,2,6.713743,5.0811377,10.998981,-0.6852407
ENSMUSG00000040794.6,C1qtnf4,5,7,0,9.688375,2.0675495,4.245887,10.455237
ENSMUSG00000026289.16,Atg16l1,11,43,12,13.071431,1.8796885,1.7492465,2.1613257
ENSMUSG00000049123.11,Catsperg2,8,7,0,9.9451275,-0.684239,9.363225,0.3991798
ENSMUSG00000120166.1,Zfp33b,15,38,20,8.403406,-0.57216674,7.682628,-7.1767564
ENSMUSG00000060112.5,Or13a27,10,44,4,7.6311245,-1.662357,-6.5132546,5.18488
ENSMUSG00000074575.5,Kcng1,11,41,0,15.661455,-0.18712237,11.856302,5.8537273
ENSMUSG00000084927.2,Slco1a7,5,3,9,9.115962,1.8628845,3.7304614,-1.0069104
ENSMUSG00000033083.17,Tbc1d4,8,13,1,12.568657,-0.19001716,6.448244,2.135922
ENSMUSG00000095633.3,Igkv4-58,0,0,18,3.789776,6.159806,4.4630847,17.076591
ENSMUSG00000025144.18,Cenpx,0,1,2,6.2500973,5.0083566,10.885073,-3.7053854
ENSMUSG00000022489.7,Pde1b,11,13,1,14.489163,0.9035987,8.542489,4.606424
ENSMUSG00000099820.3,Or5m9b,10,44,4,7.831902,-0.26753187,-4.9109526,3.8200943
ENSMUSG00000096355.3,Ighv8-4,0,14,18,3.676764,5.7238307,7.814477,18.44008
ENSMUSG00000046182.9,Gsg1l,11,2,0,16.278017,-0.06749364,12.46098,1.1495341
ENSMUSG00000035860.10,Cdhr3,8,22,25,9.53696,-0.49809447,10.77863,14.66996
ENSMUSG00000091572.10,Vmn2r3,10,51,21,7.645531,-2.2477279,13.171417,8.51774
ENSMUSG00000013974.4,Mcemp1,5,34,-1,9.080586,4.4464417,9.642452,-3.5806193
ENSMUSG00000039084.9,Chad,14,35,5,10.637858,-2.558951,1.6708366,6.414515
ENSMUSG00000006517.6,Mvd,2,8,0,10.449271,2.8403254,8.771477,7.8054504
ENSMUSG00000039480.15,Nt5dc1,11,8,0,13.527971,0.12970738,7.3702197,5.8937593
ENSMUSG00000053297.15,AI854703,8,28,19,9.566894,-0.89135194,5.929108,-5.274189
ENSMUSG00000030559.9,Rab38,11,18,8,14.275828,0.77262944,3.4229958,6.6472855
ENSMUSG00000034826.15,Nup54,11,6,1,12.806634,0.94634736,7.7853274,-0.8837592
ENSMUSG00000031765.9,Mt1,0,6,2,5.549452,4.6343265,9.651698,-0.7956399
ENSMUSG00000047940.14,Stpg2,2,6,1,10.085462,3.342306,9.537505,-2.7431903
ENSMUSG00000051246.4,Msantd1,8,31,1,9.708596,-1.3054134,5.628771,-0.818504
ENSMUSG00000020890.12,Gucy2e,8,13,0,11.764224,-1.8958427,8.52272,5.537416
ENSMUSG00000050796.5,B3galt6,11,17,0,14.631452,-0.24058767,5.5712686,6.805713
ENSMUSG00000069258.11,Prl2b1,0,50,-1,6.9976616,4.3267174,2.9124725,-0.118456624
ENSMUSG00000094012.2,Krtap12-22,0,42,24,4.297286,4.6547556,13.810305,-2.5921502
ENSMUSG00000051615.15,Rap2a,11,18,8,16.392399,0.76435786,3.450685,6.432838
ENSMUSG00000095756.3,Trav6d-7,0,15,7,4.7548804,6.1351743,7.8081503,16.036312
ENSMUSG00000045826.10,Ptprcap,0,1,2,6.7029243,3.4726355,10.31252,-0.44155616
ENSMUSG00000063846.10,Tcstv7b,0,6,2,6.230719,5.549389,10.442045,-2.4424438
ENSMUSG00000026356.16,Dars1,5,8,-1,10.768167,3.8166366,8.6014385,7.6401415
ENSMUSG00000030789.10,Itgax,2,7,5,9.095848,0.37363657,6.2463193,8.458455
ENSMUSG00000004500.10,Zfp324,11,38,19,12.601086,-1.266967,6.4926953,-6.3258023
ENSMUSG00000073411.13,H2-D1,8,5,10,9.240727,-1.9758776,5.344955,14.485035
ENSMUSG00000055044.13,Pdlim1,11,23,1,14.711952,0.5429535,7.666745,1.8415574
ENSMUSG00000020346.17,Mgat1,5,17,0,13.12354,0.8905309,4.9814234,7.0253487
ENSMUSG00000076709.3,Ighv1-47,0,14,18,4.6901894,4.9728794,8.115473,18.655432
ENSMUSG00000003166.21,Dgcr2,11,11,0,15.273691,-1.4528645,4.224182,8.918911
ENSMUSG00000022687.13,Boc,8,5,5,10.7512665,-1.24275,4.4396567,10.940286
ENSMUSG00000026937.13,Lcn5,0,7,2,4.260515,5.0569186,6.600856,9.526548
ENSMUSG00000074965.6,Or4k35,10,44,4,7.5973697,-0.9803672,-4.1002207,6.1241255
ENSMUSG00000105867.3,Tmem217rt,11,1,0,12.567546,-0.07513128,10.953172,-0.09378514
ENSMUSG00000042699.12,Dhx9,11,21,1,13.459257,0.72914374,5.8468313,5.208347
ENSMUSG00000000804.15,Usp32,11,9,6,14.785974,-0.056226976,5.9770656,4.537629
ENSMUSG00000031907.10,Zfp90,5,38,19,10.693916,3.9288414,6.792105,-7.413165
ENSMUSG00000094734.3,Or6c209,10,44,4,7.734587,0.35663766,-3.4306426,5.6800175
ENSMUSG00000026074.16,Map4k4,11,25,1,15.597147,0.17396446,9.471761,4.1947093
ENSMUSG00000030168.14,Adipor2,5,2,0,9.867387,1.211083,11.576168,3.9507813
ENSMUSG00000039257.12,Vstm2b,2,5,10,9.960497,2.0016475,5.285165,11.474133
ENSMUSG00000060147.16,Serpinb6a,5,52,0,10.690235,4.0945177,9.682488,12.230846
ENSMUSG00000032802.9,Srxn1,11,12,2,14.775458,2.0314581,8.15497,4.5612807
ENSMUSG00000020401.7,Garin3,2,6,3,9.059776,2.6449356,7.798911,-1.3227448
ENSMUSG00000049103.15,Ccr2,10,39,16,7.1112323,-1.1047294,17.02447,1.6996619
ENSMUSG00000069515.7,Lyz1,8,8,2,9.771935,0.12534256,9.620169,9.430786
ENSMUSG00000024261.7,Syt4,8,23,-1,11.336105,0.57903033,4.86673,0.6448371
ENSMUSG00000091972.3,Tmem207,0,1,2,5.455046,3.9883537,10.85181,0.036789943
ENSMUSG00000035674.14,Ndufa3,0,1,2,5.4974165,6.0286813,11.511106,-0.8946201
ENSMUSG00000054309.10,Cpsf3,2,8,-1,11.405607,0.6161849,7.504529,6.4603066
ENSMUSG00000070330.3,Tmem235,7,2,0,12.540601,3.2244434,13.247967,1.2747396
ENSMUSG00000031776.18,Arl2bp,2,6,-1,10.231772,2.3340394,9.230488,-0.26015726
ENSMUSG00000024833.16,Pola2,2,8,1,11.2368145,1.2021203,7.208063,6.0667515
ENSMUSG00000057240.15,Ms4a13,5,2,2,9.34612,4.616857,12.021206,1.2239258
ENSMUSG00000037490.6,Slc2a12,2,3,9,9.253223,1.6137072,13.887942,4.721533
ENSMUSG00000063382.7,Bcl9l,7,6,3,13.219374,2.942326,6.7425513,-2.1134067
ENSMUSG00000027381.18,Bcl2l11,7,1,2,13.620332,2.5934775,9.926456,-2.5459101
ENSMUSG00000021066.10,Atl1,11,18,15,14.777014,0.94516796,4.454417,5.5069895
ENSMUSG00000039473.9,Ubn1,11,6,3,13.411046,-0.4436916,6.99681,-1.7263107
ENSMUSG00000037669.16,Ldah,11,8,0,13.855289,-0.6002688,8.560132,6.4252253
ENSMUSG00000059246.5,Foxb1,8,31,7,10.363347,0.010379618,3.9497123,-1.5819075
ENSMUSG00000051113.10,Garin5a,5,6,1,9.738601,4.3827543,7.091957,0.25072676
ENSMUSG00000063780.8,Or8s10,2,44,4,7.226172,2.8611357,-6.463175,5.19865
ENSMUSG00000014077.14,Chp1,11,37,1,12.994281,1.3975353,3.6184652,3.9534228
ENSMUSG00000027468.3,Defb22,0,6,2,6.2445006,4.7906632,8.229242,-1.1130918
ENSMUSG00000040163.15,1700034J05Rik,2,6,2,8.539562,2.4190407,9.551092,-2.4929125
ENSMUSG00000025857.11,Dnaaf5,7,33,14,12.639014,3.584442,3.509152,1.0311564
ENSMUSG00000026088.16,Mitd1,0,29,-1,7.7050242,4.7009177,7.435497,5.1761355
ENSMUSG00000050783.6,Htr1f,5,39,16,10.9012575,0.82914996,16.627674,1.1524415
ENSMUSG00000026768.11,Itga8,7,7,5,11.845328,2.8180315,6.136664,8.420353
ENSMUSG00000064252.10,Or2t29,10,44,4,6.9185386,0.3943613,-6.007084,6.5927854
ENSMUSG00000070533.12,Wfdc8,2,1,11,8.833891,0.49889383,2.5629783,9.330263
ENSMUSG00000079371.10,Gm3476,13,34,23,9.852943,5.6125,10.670964,-5.358196
ENSMUSG00000031986.7,Sprtn,11,23,1,15.156496,-1.4460809,6.52314,2.5349057
ENSMUSG00000022159.17,Rab2b,8,18,8,12.399045,-1.0479448,3.3576086,6.4959154
ENSMUSG00000074639.7,Rdh16f2,2,8,0,7.047733,2.3729608,9.716961,6.9212565
ENSMUSG00000025137.16,Pcyt2,14,8,0,10.450081,-6.7054515,8.019138,6.487084
ENSMUSG00000041548.5,Hspb8,5,23,-1,9.954371,2.4295068,7.888603,2.887946
ENSMUSG00000037070.11,Rbmxl1,11,36,13,12.723358,0.29056624,9.689631,1.3633264
ENSMUSG00000030612.7,Mrpl46,5,13,0,8.705981,4.4105964,7.632054,5.4005475
ENSMUSG00000095522.3,Aadacl2fm3,2,8,0,7.4302387,3.1904368,8.54419,9.224416
ENSMUSG00000058589.16,Anks1b,5,23,1,11.765403,2.3195493,6.835122,1.5043265
ENSMUSG00000055817.19,Mta3,11,6,1,14.556467,1.4347342,6.973288,0.044279505
ENSMUSG00000059842.13,Zfp341,11,28,3,14.463847,-0.15659086,5.695653,-3.4821637
ENSMUSG00000025889.14,Snca,2,1,2,8.068453,2.6780677,9.996074,0.025676532
ENSMUSG00000032308.10,Ulk3,11,25,8,14.2600155,1.1054655,9.6517,4.8663917
ENSMUSG00000019278.6,Dpep1,2,8,0,8.094747,2.8852675,8.326536,8.378475
ENSMUSG00000069718.5,Krtap4-25,2,42,24,8.738213,1.3334376,14.66292,-2.511489
ENSMUSG00000032870.9,Smap2,11,23,3,13.575316,-0.7165244,5.849395,1.4089094
ENSMUSG00000039725.7,Trp53rka,11,25,8,14.168608,2.005063,9.980125,5.247662
ENSMUSG00000024041.11,Cryaa,5,23,0,8.494682,4.729572,7.96524,3.0927582
ENSMUSG00000021846.11,Peli2,11,12,1,14.788017,2.0223622,8.246074,0.90395284
ENSMUSG00000058498.13,Rnf207,8,12,1,10.348977,-0.24665375,8.520227,1.734329
ENSMUSG00000004934.15,Pias4,11,12,1,14.116082,-1.7969221,7.9665136,2.427549
ENSMUSG00000095936.5,Zscan4e,5,28,3,8.77843,0.35069332,6.29288,-4.172692
ENSMUSG00000069722.5,Krtap3-3,0,42,-1,6.2616115,3.5962057,12.271941,-2.0149362
ENSMUSG00000001773.15,Folh1,8,8,0,10.703724,0.39711943,9.887741,9.063222
ENSMUSG00000047025.6,Ccer1,2,6,1,9.559456,2.5688777,8.894273,-1.9885739
ENSMUSG00000034674.19,Tdg,11,8,1,13.949476,0.18693037,7.1579585,5.005887
ENSMUSG00000056737.15,Capg,2,29,-1,8.067622,2.214999,6.2196426,4.5998898
ENSMUSG00000027714.12,Exosc9,5,8,1,11.472771,2.3484948,7.3735766,5.8574185
ENSMUSG00000051043.17,Gprc5c,8,2,0,12.524452,-1.7768192,12.539752,1.9505373
ENSMUSG00000021764.9,Ndufs4,2,29,2,8.160953,2.6674724,8.467285,4.9334626
ENSMUSG00000054272.7,Zscan4c,5,28,3,9.038802,1.6883816,6.2493796,-4.081682
ENSMUSG00000047050.3,Or8b50,10,44,4,7.2251377,-2.5743248,-4.277785,3.1039608
ENSMUSG00000046213.10,Cym,14,19,0,10.68284,-2.96243,3.5037055,8.128671
ENSMUSG00000010066.17,Cacna2d2,14,7,0,9.736651,-8.273179,6.0982313,7.6446867
ENSMUSG00000029167.14,Ppargc1a,8,36,3,10.943372,-1.661426,7.5959654,-0.48910147
ENSMUSG00000005251.16,Ripk4,11,23,1,12.325461,-2.1376467,8.845393,3.642664
ENSMUSG00000014704.11,Hoxa2,2,40,7,9.847602,1.8375078,2.6924744,-3.7247064
ENSMUSG00000114075.3,Eif1ad18,10,29,2,8.046018,-0.13941768,9.337144,4.7039533
